study.ID,ID,publication.year,data.year,exp.year,exp.length (months),disturbance,focus,technique,paradigm,hypothesis,pathway,plant.species,target.plant,measure.success,measured.factor,factor.levels,treatment,control,unit,Nsites,nsamples,ntotalsamples,mean.treatment,mean.control,var.t,var.c,p-value,df,measure.dispersion,lat,long,continent,country,ecosystem,elevation (m),MAP (mm),aridity.index,potential.evaporation (mm),grazing,soil,notes
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, 0-5 cm depth,40 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.39,0.21,0.02,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, 0-5 cm depth,50 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.42,0.21,0.03,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, 5-15 cm depth,20 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,0.03,0.03,0.01,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, 5-15 cm depth,30 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.1,0.03,0.08,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, 5-15 cm depth,40 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.45,0.03,0,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, 5-15 cm depth,50 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.56,0.03,0,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase,15-35 cm depth,20 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,0,0,0.007,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase,15-35 cm depth,30 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.06,0,0.09,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase,15-35 cm depth,40 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.34,0,0.02,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase,15-35 cm depth,50 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.56,0,0,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, crust,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,6.16,0.79,0.55,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, crust,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,9.31,0.79,0.94,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, crust,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,21.31,0.79,2.21,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, crust,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,21.16,0.79,2.76,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, 0-5 cm depth,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,3.63,0.43,0.48,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, 0-5 cm depth,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,3.95,0.43,0.15,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, 0-5 cm depth,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.05,0.43,0.31,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, 0-5 cm depth,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,1.42,0.43,0.39,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, 5-15 cm depth,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,6.31,0.95,0.63,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, 5-15 cm depth,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.53,0.95,0.31,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, 5-15 cm depth,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.37,0.95,0.31,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase, 5-15 cm depth,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,0.95,0.95,0.15,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase,15-35 cm depth,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.05,2.37,0.79,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase,15-35 cm depth,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,1.42,2.37,0.24,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase,15-35 cm depth,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,3,2.37,0.55,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity, a D glucosidase,15-35 cm depth,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,1.1,2.37,0.23,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, crust,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,58.8,0,0.86,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, crust,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,91.67,0,9.51,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, crust,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,192,0,17.3,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, crust,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,236.95,0,35.45,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, 0-5 cm depth,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,13.84,0,2.59,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, 0-5 cm depth,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,27.67,0,2.59,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, 0-5 cm depth,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,29.4,0,3.46,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, 0-5 cm depth,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,32.86,0,6.05,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, 5-15 cm depth,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,0.87,1.75,0.09,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, 5-15 cm depth,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,0.39,1.75,0.63,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, 5-15 cm depth,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,0.34,1.75,0.15,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase, 5-15 cm depth,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,3.84,1.75,1.6,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase,15-35 cm depth,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,1.89,2.53,0.14,0.05,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase,15-35 cm depth,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,1.55,2.53,0.19,0.05,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase,15-35 cm depth,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.67,2.53,0.24,0.05,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.1,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,b D glucosidase,15-35 cm depth,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.53,2.53,0.14,0.05,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
